Salesforce Contact Id,Cleaned Practice Areas.1
0030e00002EMDbeAAH,Administrative;Health Administration;State and Federal Government and Administrative Practice;Civil Litigation;Construction;Health;Medical Malpractice;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDbjAAH,Arbitration;Criminal;Civil Litigation;Debtor and Creditor;Securities;Real Estate;Bankruptcy;Trial;Contracts;Commercial Litigation;Mediation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDbrAAH,Probate and Trust Litigation;Family;Civil Litigation;Estate Planning;Personal Injury
0030e00002EMDbtAAH,Criminal;Family;Immigration and Nationality
0030e00002EMDbwAAH,Trusts and Estates;Criminal;Guardianship;Elder
0030e00002EMDbxAAH,Constitutional;Aviation;Child and Family;Insurance;Family;American and International;Admiralty and Maritime;Civil Litigation;Civil Trial;Criminal Appellate;Guardianship;Appellate Practice;Business;Intel;Civil Rights;Consumer;Criminal;Commercial Litigation
0030e00002EMDhFAAX,General Practice;Real Estate/Land Development;Contracts;Dispute Resolution;Mediation
0030e00002EMDhMAAX,Real Estate;Civil Litigation;Personal Injury
0030e00002EMDhPAAX,Child and Family;Family;Civil Trial;Personal Injury;Criminal
0030e00002EMDmiAAH,Probate and Trust Litigation;Civil Litigation;Estate Planning; Trusts and Estates;Business;Wills;Elder;Commercial Litigation
0030e00002EMDmwAAH,Global Technology;Technology and Science;Corporate;Civil Litigation;Business;Contracts;Internet
0030e00002EMDn2AAH,Criminal;Civil Litigation;Trial
0030e00002EMDs4AAH, Bankruptcy; Consumer;Business Litigation; Civil Rights; General Practice
0036000001RhDzAAAV,Other (See Details); Administrative; Government; General Practice
0036000001RgwuXAAR, Real Estate; Criminal;Environmental; General Practice
0030e00002EMKjZAAX,Dispute Resolution;;Aviation;Arbitration;International;Ocean and Coastal;Probate and Trust Litigation;Admiralty and Maritime;Civil Litigation;Civil Trial;Corporate;Personal Injury;Appellate Practice;Commercial Litigation;Contracts;Administrative;Mediation
0030e00002EMKjaAAH,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMKjmAAH,Insurance;Business;Labor and Employment
0030e00002EMKwYAAX,Corporate;Real Estate
0030e00002EMKwaAAH,Commercial Litigation;Real Estate
0030e00002EMKwcAAH,Medical Malpractice;Product Liability;Civil Trial;Personal Injury
0030e00002EMD18AAH,Zoning;Government; Planning and Land Use
0030e00002EMD1BAAX,Real Estate/Land Development;Civil Litigation;Construction;Civil Trial;Personal Injury;Medical Malpractice;Commercial Litigation
0030e00002EMD1CAAX, Dispute Resolution; Securities;Administrative/ Regulatory; Business/ Commercial
0033000000HXlReAAL,Family; General Practice; Employment
0030e00002EMD1GAAX,Criminal;Zoning;Real Estate; Planning and Land Use
0030e00002EMD1HAAX,Medical Malpractice;Commercial Litigation;Personal Injury
0030e00002EMD6gAAH, Construction; Civil Litigation;Business/ Commercial; Government; Education
0030e00002EMD6hAAH, Debtor-Creditor;Bankruptcy
0030e00002EMDC2AAP,State and Federal Government and Administrative Practice;Zoning;Corporate; Planning and Land Use
0030e00002EMDC7AAP,General Practice;Civil Litigation;Construction;Criminal;Commercial Litigation
0030e00002EMDCHAA5,Insurance;Personal Injury;Medical Malpractice; Trusts and Estates;Wills
0030e00002EMLHxAAP,Labor and Employment;Insurance;Civil Litigation;Employee Benefits;Appellate Practice;Trial;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMLI2AAP,Trusts and Estates;Estate Planning
0030e00002EMLI6AAP,Criminal;Family;Consumer
0030e00002EMLI9AAP,Real Estate;Bankruptcy
0030e00002EMDLkAAP,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Appellate Practice;Toxic Torts;Trial;Marital and Family;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDLxAAP,Product Liability;Insurance;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Consumer;Trial;Criminal;Litigation/Trial Advocacy/Advocacy
0030e00002EMDM1AAP,Insurance;Criminal;Personal Injury
0030e00002EMDM4AAP,Insurance;General Practice;Corporate;Civil Litigation;Civil Trial;Personal Injury;Real Estate/Land Development;Real Estate;Trial;Contracts;Commercial Litigation;Environmental and Land Use;Litigation/Trial Advocacy/Advocacy
0030e00002EMDR6AAP,Banking;Labor and Employment;International Business;General Practice;Corporate;Real Estate/Land Development;Business;Real Estate;Entertainment;Contracts; Arts and Sports;Intellectual Property
0030e00002EMDR8AAP,Family;Child and Family;Immigration and Nationality
0030e00002EMDRBAA5,Estate Planning; Trusts and Estates;Business;Wills;Contracts;Real Estate
0030e00002EMDRCAA5,Constitutional;Criminal;Criminal Appellate
0030e00002EMDREAA5,Criminal;Child and Family;Trial
0030e00002EMDRJAA5,Zoning;Immigration and Nationality; Planning and Land Use;Probate and Trust Litigation;Family;Corporate;Civil Litigation;Real Estate/Land Development;Business;Commercial Litigation
0030e00002EMDRKAA5,Labor and Employment;Product Liability;Probate and Trust Litigation;General Practice;Family;Civil Litigation;Civil Trial;Appellate Practice;Business;State and Federa;Contracts;Professional Liability;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDRLAA5,Eminent Domain;Real Estate;Civil Litigation
0030e00002EMDWaAAP,Health Administration;Mergers and Acquisitions;Corporate;Health;Medical Malpractice;Contracts;Mediation
0030e00002EMDWbAAP,Child and Family;Criminal;General Practice;Family;Civil Litigation;Civil Trial;Bankruptcy;Contracts;Marital and Family
0030e00002EMDWjAAP,Ocean and Coastal;Government and Public Policy;Civil Litigation;Administrative;Environmental and Land Use
0030e00002EMDWkAAP,Administrative;Zoning; Planning and Land Use;Trusts and Estates;Corporate;Estate Planning;Debtor and Creditor;Business;Contracts;Commercial Litigation;Real Estate;Intellectual Property
0030e00002EMDWmAAP,Corporate;Civil Litigation;Construction;Personal Injury;Real Estate;Contracts;Commercial Litigation;Mediation
0030e00002EMDWrAAP,Civil Trial;Personal Injury;Trial;Entertainment;Criminal; Arts and Sports
0030e00002EMDc4AAH,Arbitration;Labor and Employment;Product Liability;Personal Injury;Commercial Litigation;Intellectual Property
0030e00002EMDc6AAH,Banking;Real Estate
0030e00002EMDc9AAH,Technology and Science;Real Estate/Land Development
0030e00002EMDcEAAX,Arbitration;Insurance;Legal Studies;Civil Litigation;Civil Trial;Government;Personal Injury;Contracts;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDcFAAX,Contracts;Business;Commercial Litigation;Corporate
0030e00002EMDcGAAX,Aviation;Public Interest;General Practice;Media;Military;Communications
0030e00002EMDhUAAX,Child and Family;Immigration and Nationality;Criminal Appellate;Personal Injury;Criminal
0030e00002EMDhWAAX,Mergers and Acquisitions;Corporate;Health;Business;Contracts
0030e00002EMDhcAAH,Probate and Trust Litigation;Estate Planning;Personal Injury;Guardianship; Trusts and Estates;Wills;Elder;Real Estate
0030e00002EMDhfAAH,Family;Civil Trial;Estate Planning;Criminal;Commercial Litigation
0030e00002EMDhjAAH,Labor and Employment;General Practice;Criminal Appellate;Civil Litigation;Criminal;Marital and Family
0030e00002EMDn4AAH,Child and Family;General Practice;City/County/Local Government;Family;Debtor and Creditor; Trusts and Estates;Bankruptcy;Wills;Criminal
0030e00002EMDn5AAH,Product Liability;Insurance;General Practice;Civil Litigation;Construction;Civil Trial;Personal Injury
0030e00002EMDnCAAX,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Trial;Legal Malpractice;Professional Liability;Litigation/Trial Advocacy/Advocacy
0030e00002EMDnFAAX,Communications;General Practice;Technology and Science;Education;Government;Appellate Practice;Dispute Resolution;Administrative;Mediation
0030e00002EMDnMAAX,Wills;Probate and Trust Litigation;Trusts and Estates;Government; Trusts and Estates;Business;Real Estate;Law and Government/Procurement;Administrative;Mediation
0030e00002EMDnNAAX,Labor and Employment;Immigration and Nationality;Equal Opportunities;Family;Civil Litigation;Civil Rights;Marital and Family;Commercial Litigation;Mediation
0030e00002EMDsRAAX, Intellectual Property;Cyberspace; Government
0030e00002EMKjqAAH,Criminal;Admiralty and Maritime;Civil Litigation
0030e00002EMKjrAAH,Criminal;Family;Personal Injury
0030e00002EMKjuAAH,Tax;Business and Taxation;Real Estate/Land Development;Estate Planning; Trusts and Estates;Wills;Real Estate
0030e00002EMKjxAAH,Aviation;Admiralty and Maritime
0030e00002EMKwmAAH,Debtor and Creditor;Civil Litigation;Consumer;Litigation/Trial Advocacy/Advocacy
0030e00002EMKwlAAH,Criminal;Insurance;Criminal Appellate;Civil Litigation;Civil Trial;Contracts
0030e00002EMKwoAAH,Workers' Compensation;Mediation;Civil Litigation;Personal Injury
0030e00002EMKwrAAH,Aviation;Product Liability;Civil Litigation;Civil Trial;Personal Injury;Transportation;Consumer;Trial;Criminal;Litigation/Trial Advocacy/Advocacy
0030e00002EMKwyAAH,General Practice;Real Estate/Land Development;Civil Litigation;Civil Trial;Debtor and Creditor;Bankruptcy;Trial;Contracts;Litigation/Trial Advocacy/Advocacy
0036000001Rgx4LAAR, General Practice; Business Transactional; Business Litigation;Bankruptcy
0030e00002EMKx7AAH,Civil Litigation;Civil Trial;Personal Injury;Workers' Compensation;Criminal
0036000001RgyDrAAJ, Employment;Insurance; General Practice; Business litigation; Business Litigation
0030e00002EMD1UAAX,Mergers and Acquisitions;Finance and Investments;Corporate;Business;Contracts;Real Estate
0030e00002EMD1VAAX,Commercial Litigation;Civil Litigation;Construction
0030e00002EMD1XAAX,Family;Child and Family;Marital and Family;Adoption
0030e00002EMD7IAAX, Bankruptcy; Criminal;Cyberspace; Consumer; General Practice; Government
0030e00002EMDCPAA5,Criminal;Commercial Litigation;Civil Litigation
0030e00002EMDCNAA5,Tax;Business and Taxation;Mergers and Acquisitions;Finance and Investments;Corporate;Trademark;Copyright;Business;Securities;Real Estate;Intellectual Property
0030e00002EMDCOAA5,Criminal;Criminal Appellate;Immigration and Nationality
0030e00002EMDCQAA5,Product Liability;Civil Litigation;Personal Injury;Health;Medical Malpractice;Criminal;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDCZAA5,Mergers and Acquisitions;Commercial Litigation;Government Administration and Regulation
0030e00002EMLIGAA5,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Toxic Torts;Trial;Litigation/Trial Advocacy/Advocacy
0030e00002EMLIKAA5,Wills;Criminal;Civil Litigation; Trusts and Estates
0030e00002EMLIOAA5,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice
0030e00002EMDGMAA5,Child and Family;Criminal Appellate;Research;Personal Injury;Appellate Practice;Criminal;Marital and Family;Litigation/Trial Advocacy/Advocacy
0030e00002EMDMEAA5,Insurance;General Practice;Family;Corporate;Civil Litigation;Construction;Civil Trial;Personal Injury;Medical Malpractice;Business;Real Estate/Land Development; Trusts and Estates;Wills;Contracts;Commercial Litigation
0030e00002EMDRQAA5,Family;Immigration and Nationality;Workers' Compensation/Claimant
0030e00002EMDRTAA5,Labor and Employment;Equal Opportunities;Civil Litigation;Civil Trial;Business;Administrative
0030e00002EMDRUAA5,Estate Planning;Civil Litigation;Bankruptcy
0030e00002EMDReAAP,Mergers and Acquisitions;Finance and Investments;Corporate;Real Estate/Land Development;Business;Securities;Contracts;Real Estate
0030e00002EMDWvAAP,Civil Litigation;Consumer
0030e00002EMDXAAA5,Probate and Trust Litigation;Guardianship;Estate Planning
0030e00002EMDXCAA5,Arbitration;Family;Civil Litigation;Construction;Personal Injury
0030e00002EMDXDAA5,Immigration and Nationality;Corporate;Trademark;Copyright;Patent;Contracts;Internet;Intellectual Property
0030e00002EMDcZAAX,Criminal;Civil Litigation;Contracts;Commercial Litigation;Real Estate
0030e00002EMDhzAAH, Bankruptcy;Civil Litigation; Business Transactional;Bankruptcy;Commercial Litigation; Business Litigation
0030e00002EMDi1AAH,Criminal;Family;Civil Litigation;Personal Injury
0030e00002EMDi5AAH,Insurance;Probate and Trust Litigation;Family;Trusts and Estates;Workers' Co;Civil Litigation;Civil Trial;Guardianship;Employee Benefits; Trusts and Estates;Workers' Compensation;Trial;Wills;Elder;Marital and Family;Occupational Safety and Health;Adoption
0030e00002EMDnPAAX,Product Liability;Insurance;Civil Litigation;Construction;Civil Trial;Debtor and Creditor;Medical Malpractice;Business;Personal Injury;Professional Liability;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDnQAAX,Child and Family;Probate and Trust Litigation;Family;Civil Litigation;Estate Planning;Personal Injury; Trusts and Estates;Workers' Compensation;Trial;Wills;Criminal;Marital and Family
0030e00002EMDnYAAX,Banking;Labor and Employment;Corporate;Antitrust and Trade Regulation;Appellate Practice;Business;Real Estate;Litigation/Trial Advocacy/Advocacy
0030e00002EMDnaAAH,Civil Litigation;Personal Injury
0030e00002EMDneAAH,Real Estate;Commercial Litigation;Civil Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMDnfAAH,Estate Planning;Guardianship; Trusts and Estates;Wills;Adoption
0030e00002EMDniAAH,Criminal;Business
0030e00002EMDslAAH, Real Estate;Wills and Trusts; General Practice; Tax
0030e00002EMDsvAAH, Bankruptcy; Consumer;Cyberspace; General Practice; Government
0030e00002EMKkEAAX,Trial;Product Liability;Civil Trial;Personal Injury
0030e00002EMKkHAAX,Zoning; Planning and Land Use;Real Estate/Land Development;Civil Litigation;Estate Planning; Trusts and Estates;Business;Real Estate;Wills;Contracts;Environmental and Land Use
0030e00002EMKqtAAH,Criminal;Family;Personal Injury
0030e00002EMKr0AAH,Aviation;Insurance;General Practice;City/County/Local Government;Admiralty and Maritime;Civil Litigation;Civil Trial;Corporate;P;Appellate Practice;Business;Civil Rights;Contracts;Marital and Family;Commercial Litigation;Litigation/Trial Advocacy/Advocacy
0030e00002EMKx9AAH,Labor and Employment; Real Estate;Civil Litigation;Bankruptcy; Appellate Practice
0030e00002EMKxNAAX,Family;Child and Family;Marital and Family;Personal Injury
0030e00002EMKxQAAX,Zoning; Planning and Land Use;Eminent Domain;Real Estate/Land Development;Government;Transportation
0030e00002EMKxYAAX,Immigration and Nationality;Trusts and Estates;Corporate;Real Estate/Land Development;Estate Planning;Appellate Practice;Business;Contracts;Administrative;Real Estate
0030e00002EMKxdAAH,Product Liability;Civil Litigation;Civil Trial;Personal Injury;Medical Malpractice;Toxic Torts;Trial
0030e00002EMKxeAAH,Child and Family;General Practice;Family;Estate Planning;Civil Trial;Personal Injury;Criminal;Marital and Family
0030e00002EMD1fAAH,Government Administration and Regulation;Insurance;State and Federal Government and Administrative Practice;Corporate;Antitrust and Trade Regulation;Government;Governance and Rule of Law;Government and Administrative;Administrative
0030e00002EMD1iAAH,Mergers and Acquisitions;Product Liability;Family;Finance and Investments;Corporate;Civil Litigation;Real Estate/Land Development;Personal Injury; Trusts and Estates;Business;Wills;Contracts;Commercial Litigation
0030e00002EMD1jAAH,Immigration and Nationality;Family;Civil Litigation;Personal Injury;Trial;Criminal
0030e00002EMD1pAAH,Mergers and Acquisitions;Product Liability;Family;Finance and Investments;Corporate;Civil Litigation;Real Estate/Land Development;Personal Injury; Trusts and Estates;Business;Wills;Contracts;Commercial Litigation
0030e00002EMD1rAAH,Real Estate;Business;Commercial Litigation;Civil Litigation
0030e00002EMD7fAAH, General Practice;Business Litigation; Civil Rights; Tax
0030e00002EMD7gAAH,Criminal;Family
0030e00002EMD7iAAH,Labor and Employment;Civil Litigation
0030e00002EMDClAAP,Arbitration;Securities;Civil Litigation
0030e00002EMDCnAAP,Administrative;Dispute Resolution;Insurance;Civil Litigation;Health;Business;Contracts;Commercial Litigation
0030e00002EMDCuAAP,Commercial Litigation;Construction
0030e00002EMDD0AAP,Insurance;Real Estate
0036000001RfUXiAAN, Health and Elder Care; Bankruptcy; Wills and Trusts; Personal Injury; Employment; Business Transactional;Business Litigation; General Practice; Family
